transcript_id	gene_name	baseMean	gcn2ko_arg_6h.vs.gcn2ko_rich_6h	gcn2ko_leu_6h.vs.gcn2ko_rich_6h	hct116_arg_3h.vs.hct116_rich_3h	hct116_leu_3h.vs.hct116_rich_3h	hela_arg_mono_3h.vs.hela_rich_mono_3h	hela_leu_mono_3h.vs.hela_rich_mono_3h	hrgfp_arg_6h.vs.hrgfp_rich_6h	hrgfp_leu_6h.vs.hrgfp_rich_6h	ragbq99l_arg_6h.vs.ragbq99l_rich_6h	ragbq99l_leu_6h.vs.ragbq99l_rich_6h	X293t_arg_6h.vs.X293t_rich_6h	X293t_hrgfp_arg_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_argtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leu_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leutorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_richtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_leu_6h.vs.X293t_rich_6h
ENST00000196551.7	RPS5	5506	0.473	-0.19	-0.555	-0.719	-0.099	-0.491	-0.19	-0.642	0.275	-0.315	-0.454	-0.185	-2.497	-0.888	-2.344	-2.496	-0.99
ENST00000197268.12	FAM234B	270	-0.045	0.186	-0.212	0.311	0.086	0.126	-0.246	-0.065	0.104	0.393	-0.119	0.015	0.03	0.076	0.029	-0.162	0.17
ENST00000198765.5	CPNE3	845	-0.069	-0.157	0.217	0.312	-0.333	-0.008	-0.206	-0.535	-0.113	-0.067	0.109	0.069	0.094	0.053	-0.361	0.152	-0.005
ENST00000198767.10	RRN3	763	0.551	0.385	0.396	0.194	0.245	0.285	0.078	-0.157	0.298	0.415	0.26	0.005	0.087	0.048	-0.133	-0.107	0.077
ENST00000199320.8	DIMT1	553	-0.035	-0.63	-0.67	0.006	-0.619	-0.254	0.279	-0.101	0.135	0.001	-0.074	-0.152	-0.099	-0.083	0.071	0.031	-0.158
ENST00000199389.10	EIF2AK1	726	0.181	-0.022	-0.07	0.057	-0.028	0.245	0.525	0.58	0.311	0.285	0.361	0.148	0.572	0.301	0.616	0.433	0.49
ENST00000199448.8	EPDR1	53	-1.502	-0.512	-0.171	-0.355	-0.774	0.284	0.286	0.172	-0.759	-0.258	-0.049	0.879	0.388	0.677	0.724	0.862	0.496
ENST00000199706.12	MRPL28	741	0.319	0.029	-0.396	-0.609	-0.393	-0.441	-0.274	-0.249	-0.117	-0.424	-0.359	-0.046	-0.551	-0.111	-0.295	-0.43	-0.38
ENST00000199814.8	RBM22	712	0.926	0.599	0.678	0.382	0.922	0.119	0.504	0.063	0.721	0.486	0.644	0.255	0.002	-0.016	-0.256	0.021	0.366
ENST00000200135.7	ZW10	507	0.043	-0.076	0.549	0.745	0.105	-0.185	-0.012	-0.715	0.201	0.061	0.246	0.074	0.229	-0.05	0.204	0.268	-0.329
ENST00000200453.5	PPP1R15A	242	2.278	1.818	4.032	1.765	4.13	3.107	2.586	2.059	2.997	2.002	3.138	2.29	0.33	0.94	0.298	-0.425	2.273
ENST00000200457.8	TRIP6	469	0.134	0.435	0.249	-0.022	-0.011	0.163	-0.37	0.07	-0.319	0.066	-0.268	0.078	-0.508	-0.144	-0.107	-0.217	-0.026
ENST00000202017.5	PDRG1	201	0.43	0.69	0.651	-0.05	0.53	0.177	0.354	0.409	0.265	0.543	0.151	-0.06	-0.263	-0.078	0.026	-0.231	-0.136
ENST00000202556.13	PPP1R13B	87	0.577	0.423	-0.419	0.038	0.269	-0.218	0.479	0.226	0.545	0.507	0.916	0.667	0.526	0.355	0.604	0.613	0.545
ENST00000202677.11	RALGAPA2	92	-0.284	0.014	0.405	0.022	-0.89	-0.199	-0.388	-0.542	-0.268	-0.471	-0.424	-0.006	0.546	0.066	0.148	0.689	-0.022
ENST00000202773.13	RPL6	13705	-0.086	0.127	-0.429	-0.297	-0.003	-0.252	-0.179	-0.493	0.117	0.124	-0.304	-0.371	-1.508	-0.578	-1.408	-1.45	-0.686
ENST00000202816.5	ESF1	344	0.574	0.714	1.016	0.72	0.208	0.008	0.12	-0.602	0.69	0.532	0.237	0.036	0.371	-0.482	-0.504	0.386	-0.246
ENST00000202834.11	TMEM230	378	-1.325	-0.21	-0.803	-0.561	-0.115	-0.338	-0.062	0.73	-0.573	-0.391	-0.034	-0.248	0.33	0.087	0.326	-0.057	0.233
ENST00000203001.6	TRMT6	354	0.168	0.05	0.331	0.226	0.121	-0.046	0.142	-0.22	0.12	0.124	-0.52	-0.258	0.046	0.019	-0.254	0.029	-0.551
ENST00000203166.9	HAUS5	151	0.742	0.291	-0.399	-0.334	0.453	0.108	0.762	0.625	0.535	0.234	0.376	0.962	0.514	0.615	1.116	0.693	0.456
ENST00000203407.5	UQCRC1	1576	0.071	-0.402	-0.315	-0.219	-0.072	-0.11	0.171	0.118	0.147	-0.152	-0.055	0.277	-0.175	0.085	-0.078	-0.053	-0.054
ENST00000203630.9	MLF2	1122	-0.903	-0.228	-0.315	-0.352	-0.798	-0.274	-0.656	0.095	-0.589	-0.257	-0.858	-0.297	-0.097	-0.063	0.109	-0.079	-0.146
ENST00000204517.10	TFAP4	273	0.143	-0.478	-0.496	0.021	0.075	0.042	0.305	0.316	0.485	0.476	0.379	-0.25	-0.898	0.109	-0.607	-0.699	0.249
ENST00000204549.8	PDCD7	100	0.711	0.325	0.716	0.577	0.974	0.356	0.506	0.102	0.801	0.459	0.599	0.217	-0.508	-0.423	0.071	-0.17	0.3
ENST00000204566.6	SPG21	275	-0.546	0.283	-0.809	-0.142	-1.164	-0.486	-0.442	-0.054	-0.878	-0.396	-0.122	-0.53	-0.016	0.008	0.094	0.22	-0.009
ENST00000204679.8	GNPTG	71	0.011	-0.096	-0.242	-0.762	-0.452	-0.494	0.229	0.447	0.053	-0.525	-0.172	0.018	-0.242	0.027	0.327	0.305	0.188
ENST00000204726.7	GOLGA3	239	-0.194	-0.235	-0.225	-0.267	-0.023	-0.371	-0.175	-0.148	0.061	-0.029	-0.42	0.143	0.25	-0.04	0.259	0.272	-0.381
ENST00000204961.4	EFNB1	67	-1.307	-0.384	-0.439	-0.12	-1.053	0.045	-0.531	0.125	-1.153	-0.657	-0.523	0.152	0.627	0.326	0.738	0.532	0.092
ENST00000205061.9	GLG1	1231	-0.121	-0.059	0.227	0.161	0.563	0.506	0.514	0.091	0.334	0.24	0.477	0.441	0.105	0.296	-0.026	0.051	0.354
ENST00000205194.4	NAT14	92	1.15	0.465	-0.293	-0.477	0.342	0.366	0.508	1.02	0.741	0.697	0.654	0.587	0.109	0.416	0.357	-0.062	0.55
ENST00000205214.10	AASDH	141	0.053	0.367	0.575	-0.13	0.432	0.49	0.768	0.291	0.471	0.753	0.979	0.617	0.737	0.554	0.329	0.934	0.906
ENST00000205402.9	DLD	1670	0.02	-0.013	0.107	0.183	0.238	0.084	0.037	-0.047	-0.012	0.144	0.272	-0.068	0.293	-0.013	0.005	0.319	0.125
ENST00000205636.3	CMTM6	412	-0.163	0.011	-0.546	0.056	-1.225	0.284	-0.317	0.135	-0.292	0.251	-0.284	-0.287	0.118	0.501	0.023	0.066	0.243
ENST00000206020.7	SPAG7	234	0.249	-0.542	0.269	-0.339	-0.274	-0.417	0.213	0.439	0.343	-0.354	0.504	0.219	-0.058	0.052	0.053	-0.197	0.211
ENST00000206380.7	TMEM101	220	0.299	0.516	-0.279	-0.567	-0.317	0.422	0.176	0.621	0.427	1.005	0.102	0.287	-0.292	0.418	0.125	-0.042	0.281
ENST00000206451.10	PSME1	541	-0.412	-0.558	-0.335	-0.02	-0.357	-0.366	-0.428	0.158	-0.344	-0.157	-0.293	-0.288	-0.585	-0.132	-0.203	-0.32	-0.255
ENST00000206474.11	HAUS4	171	0.031	0.042	-0.566	-0.545	-0.335	0.028	0.176	-0.047	0.534	0.076	0.609	-0.347	-0.863	-0.301	-0.465	-0.502	0.188
ENST00000206542.8	OSGEP	309	0.361	-0.004	-0.258	-0.123	0.011	-0.159	0.164	0.138	0.361	-0.042	0.216	0.335	0.449	0.261	0.106	0.098	0.082
ENST00000206595.10	G2E3	247	-0.152	-0.319	-0.149	-0.07	-0.039	0.098	-0.274	-0.55	-0.332	-0.114	-0.289	-0.638	-0.153	-0.624	-0.248	-0.099	-0.206
ENST00000207870.7	XYLB	123	0.228	0.105	-0.185	-0.49	-0.24	-0.083	0.094	-0.166	0.307	0.373	0.532	0.355	0.527	-0.112	0.19	0.607	0.065
ENST00000209728.8	CDC6	1092	1.177	0.66	0.657	0.233	0.546	0.12	0.23	-0.686	0.506	0.025	0.279	0.199	-0.056	-0.331	-0.607	-0.002	-0.154
ENST00000209873.8	AAAS	591	0.455	-0.053	0.217	0.121	0.407	0.055	0.293	-0.353	0.477	-0.139	0.312	0.403	0.225	-0.042	0.105	0.288	-0.42
ENST00000209875.8	CBX5	574	0.478	-0.071	0.172	0.094	-0.377	-0.383	0.179	0.102	0.179	-0.229	0.632	-0.047	0.165	-0.066	-0.042	0.187	0.268
ENST00000209884.4	KLHL20	104	0.545	1.149	0.462	0.47	0.483	0.236	0.883	0.7	0.577	0.523	0.375	0.42	0.172	0.253	-0.27	0.254	0.264
ENST00000210060.11	DHPS	346	0.131	-0.025	-0.002	-0.045	0.002	0.106	0.252	0.25	0.398	0.047	0.245	0.286	-0.252	0.121	-0.139	-0.111	-0.085
ENST00000210313.7	PSMD5	277	-0.28	-0.351	0.196	0.119	-0.142	-0.069	-0.05	-0.343	0.313	-0.03	0.234	0.027	0.312	-0.055	0.3	0.419	0.071
ENST00000210444.5	NANS	563	-0.085	-0.185	-0.127	0.007	0.003	0.043	0.028	0.079	-0.233	-0.21	-0.049	0.106	-0.327	0.005	-0.128	-0.183	0.067
ENST00000211314.4	TMEM14A	251	-0.047	0.566	-0.955	-0.384	-1.077	-0.165	-0.734	0.236	-0.653	-0.01	-0.4	-0.752	-0.202	-0.061	-0.035	-0.448	-0.022
ENST00000211379.9	BAG6	1507	0.608	-0.188	0.472	0.149	0.317	0.134	0.253	-0.239	0.424	-0.077	0.445	0.599	-0.254	0.178	-0.205	-0.069	0.05
ENST00000211936.10	ZNF184	83	0.633	0.724	0.253	0.207	1.392	0.798	1.195	0.669	1.092	0.729	1.072	0.73	0.439	0.485	0.433	0.54	0.445
ENST00000211998.8	VCL	1367	-0.065	-0.266	0.646	0.269	1.067	0.96	-0.147	-0.46	0.258	0.289	0.171	0.347	0.094	-0.029	-0.208	0.118	0.057
ENST00000212015.10	SIRT1	429	0.731	0.558	0.52	0.258	1.026	0.265	0.355	-0.051	0.461	0.2	0.401	0.234	0.257	0.132	0.139	0.295	-0.064
ENST00000212355.8	TGFBR3	140	-0.579	-0.411	0.183	-0.267	-0.337	0.261	-0.607	-0.319	-0.53	-0.225	-0.172	-0.48	0.091	-0.143	-0.022	0.249	-0.268
ENST00000214869.6	TMED1	276	1.058	-0.091	-0.147	-0.493	0.274	-0.183	0.282	0.581	0.687	0.104	0.143	0.363	-0.461	0.056	0.039	-0.359	-0.205
ENST00000215071.8	PSMD8	2027	-0.27	-0.199	0.021	0.397	-0.126	-0.158	-0.083	0.162	-0.115	-0.017	-0.305	-0.169	-0.469	0.079	-0.419	-0.412	-0.076
ENST00000215115.4	BCL7C	114	0.845	-0.225	-0.489	0.004	0.202	0.178	0.021	0.401	0.029	-0.197	-0.122	0.12	-0.502	0.011	0.129	-0.33	0.11
ENST00000215375.6	ATP5D	994	-1.361	0.041	-1.253	-0.701	-1.145	-0.721	-1.003	-0.081	-1.077	-0.436	-0.919	-0.695	-1.231	-0.319	-0.623	-0.909	-0.566
ENST00000215565.2	NDUFB7	1122	-0.212	0.01	-0.18	0.007	-0.203	-0.209	-0.487	0.101	-0.098	-0.298	-0.718	-0.145	-0.786	-0.27	-0.564	-1.039	-0.388
ENST00000215567.9	TECR	1995	0.307	0.027	0.102	0.103	0.167	0.084	0.184	0.067	0.118	0.147	-0.004	0.34	-0.176	0.229	-0.216	-0.26	0.035
ENST00000215570.7	TIMM13	689	0.837	-0.643	-0.274	-0.307	-0.04	-0.082	0.499	0.384	0.538	-0.299	0.107	0.279	-0.644	0.093	-0.209	-0.554	-0.21
ENST00000215574.8	CDC34	293	0.238	0.075	-0.754	-0.446	-0.708	-0.324	-0.238	-0.032	-0.483	-0.607	-0.474	-0.361	-0.508	-0.317	-0.224	-0.456	-0.455
ENST00000215631.8	GADD45B	180	0.786	0.538	2.015	0.811	1.87	1.855	0.305	-0.109	0.556	0.149	0.02	0.739	-0.15	-0.05	-0.458	-0.419	-0.397
ENST00000215659.12	MAPK12	91	0.402	-0.226	-1.554	-0.374	0.381	0.172	0.528	0.807	-0.004	-0.018	0.12	0.169	-0.172	0.236	0.354	0.041	0.241
ENST00000215730.11	SNAP29	259	0.307	-0.436	-0.729	-0.353	-0.262	-0.213	0.022	0.076	-0.142	-0.25	0.124	0.051	-0.346	-0.267	-0.119	-0.471	0.039
ENST00000215739.12	LZTR1	198	-0	-0.285	0.972	0.433	0.302	0.32	0.261	-0.031	0.176	-0.217	-0.123	0.767	0.727	0.376	0.747	0.666	-0.197
ENST00000215742.8	THAP7	179	-0.658	0.054	-0.59	-0.763	0.048	0.283	0.067	0.092	0.141	-0.259	-0.353	0.347	-0.203	0.158	0.353	-0.091	-0.221
ENST00000215754.7	MIF	10625	-0.233	-0.137	-1.09	-0.577	-0.705	-0.257	0.037	0.302	-0.051	-0.357	-0.4	0.375	-0.141	0.287	-0.117	-0.456	-0.186
ENST00000215790.11	TBC1D10A	75	0.635	0.054	0.044	-0.432	0.722	0.235	-0.295	-0.359	-0.023	-0.185	-0.224	-0.132	-0.312	-0.274	-0.056	-0.047	-0.119
ENST00000215793.12	SF3A1	1974	0.664	-0.032	0.475	0.154	0.088	-0.007	-0.262	-0.732	0.17	-0.359	0.008	0.118	-0.124	-0.197	-0.171	-0.134	-0.349
ENST00000215794.7	USP18	52	-1.32	-0.186	-0.332	-0.782	-1.89	-0.054	0.445	0.985	-0.516	-0.123	-0.2	0.078	0.494	0.235	0.581	0.087	0.086
ENST00000215829.7	SNRPD3	2300	0.077	0.053	-0.475	-0.46	-0.265	-0.017	-0.235	0.021	0.046	-0.18	-0.379	-0.089	-0.468	-0.026	0.025	-0.276	-0.172
ENST00000215832.10	MAPK1	821	-0.473	-0.064	-0.004	0.293	-0.551	-0.17	-0.192	-0.194	-0.428	-0.215	-0.115	-0.13	0.184	0.066	0.039	0.298	-0.038
ENST00000215882.9	SLC25A1	472	0.122	0.152	-0.27	0.081	-0.281	-0.166	-0.078	0.191	-0.158	-0.112	-0.263	-0.121	-0.459	-0.087	-0.373	-0.497	-0.162
ENST00000215904.6	PDXP	115	0.964	0.029	-0.714	-0.886	-0.34	-0.151	0.41	0.315	0.326	-0.303	0.092	0.464	-0.695	-0.386	0.186	0.052	-0.198
ENST00000215909.9	LGALS1	899	-0.119	-0.877	-0.659	-0.597	-0.578	-0.308	-0.017	1.009	-0.04	-0.493	-0.889	0.464	-0.211	-0.23	-1.75	-0.74	-0.934
ENST00000215917.11	SRRD	154	-0.218	-0.637	0.1	0.061	-0.637	0.114	-0.145	-0.151	-0.512	-0.394	-0.479	-0.217	-0.097	-0.277	-0.04	-0.149	-0.317
ENST00000215941.8	ANKRD54	115	0.595	0.269	0.314	0.209	-0.203	-0.475	0.086	0.542	0.447	0.358	0.594	0.326	-0.655	0.086	-0.138	-0.286	0.389
ENST00000215956.9	SNU13	1580	0.1	-0.529	-0.44	-0.326	-0.21	-0.394	-0.324	-0.045	-0.191	-0.321	-0.337	-0.217	-0.214	0.03	0.08	-0.396	-0.325
ENST00000215957.10	MICALL1	157	0.604	0.156	0.543	0.148	-0.056	-0.239	0.065	0.158	0.058	0.009	-0.148	0.269	0.121	0.275	0.544	0.312	-0.072
ENST00000215980.9	CENPM	379	0.288	1.186	-1.308	0.124	0.012	0.108	0.048	1.014	0.311	0.871	-0.076	-0.038	-0.214	0.119	0.207	-0.22	0.612
ENST00000216014.8	KDELR3	133	-0.746	-0.183	0.106	0.54	-0.922	-0.062	-0.402	-0.13	-0.447	-0.068	-0.425	-0.417	-0.436	0.274	-0.081	-0.376	-0.108
ENST00000216024.6	DMC1	45	0.371	0.216	-0.332	-0.267	-0.053	-0.125	-0.391	0.015	0.074	0.045	-0.287	-0.139	0.366	0.243	0.23	0.189	-0.312
ENST00000216027.7	HSCB	159	0.779	0.365	-0.176	-0.267	1.216	0.533	0.372	0.085	0.571	0.183	0.353	0.168	-0.256	-0.294	-0.246	-0.541	-0.114
ENST00000216029.7	CBY1	147	1.021	0.869	-0.413	-0.464	-0.419	-0.226	0.247	0.685	0.293	0.644	0.505	0.234	0.217	0.206	0.356	0.024	0.337
ENST00000216034.5	TOMM22	652	0.075	0.197	-0.927	-0.606	-0.621	-0.235	-0.448	0.141	-0.11	0.294	-0.085	-0.066	-0.358	-0.143	-0.316	-0.694	-0.382
ENST00000216037.10	XBP1	704	-0.168	-1.138	1.226	0.464	2.002	0.943	1.512	1.164	1.438	0.952	1.533	1.019	-0.097	0.473	-0.054	-0.656	1.181
ENST00000216038.5	RTCB	1353	0.127	0.183	0.093	-0.075	-0.244	-0.304	-0.121	-0.154	0.073	-0.092	-0.269	0.077	-0.017	-0.099	-0.23	0.01	-0.178
ENST00000216044.9	GTPBP1	402	0.317	0.106	0.514	0.249	0.313	0.111	0.107	-0.03	0.345	-0.018	0.105	0.339	0.094	0.23	0.108	0.07	0.068
ENST00000216068.8	DNAL4	37	1.075	1.223	0.531	0.273	0.625	0.683	0.769	1.338	1.135	0.46	0.911	0.783	0.815	0.488	0.958	0.575	0.948
ENST00000216085.11	RHBDD3	43	-0.663	0.333	-1.206	-1.727	-0.212	-0.261	0.085	0.35	-0.201	0.084	-0.135	0.512	-0.079	0.108	0.234	0.012	-0.336
ENST00000216106.5	HMGXB4	294	0.102	0.424	1.015	0.16	0.495	0.587	0.775	0.78	0.671	0.895	0.329	0.896	1.25	0.781	1.016	1.048	0.528
ENST00000216117.8	HMOX1	197	-0.507	-0.673	-0.631	-0.486	-0.08	-0.477	-0.626	-0.791	-0.223	-0.655	-0.365	0.133	-0.91	-0.28	-0.788	-0.752	-0.853
ENST00000216121.11	NIPSNAP1	443	-0.544	-0.342	-0.599	-0.408	-0.827	-0.338	0.137	0.395	-0.378	-0.228	-0.225	0.05	-0.232	0.091	-0.026	-0.131	0.041
ENST00000216122.8	MCM5	1586	0.66	0.522	0.256	0.09	-0.277	-0.049	-0.248	-0.244	-0.055	-0.128	0.025	0.007	0.075	-0.03	0.106	0.404	0.043
ENST00000216124.9	ARSA	64	0.015	-0.171	0.083	0.148	0.039	-0.607	0.143	-0.062	0.15	-0.073	0.057	0.114	-0.22	-0.153	0.09	0.15	0.245
ENST00000216129.6	TTLL12	903	-0.371	-0.243	-0.426	-0.229	-0.379	-0.14	-0.785	-0.362	-0.526	-0.239	-0.488	-0.05	-0.558	0.077	-0.261	-0.452	-0.331
ENST00000216146.8	RPL3	8835	0.001	-0.339	-0.12	-0.492	0.232	-0.173	0.138	-0.515	0.59	0.026	-0.002	-0.446	-2.453	-1.042	-2.23	-2.442	-0.723
ENST00000216160.10	TAB1	236	0.179	0.281	-0.175	-0.176	0.221	-0.035	0.32	0.381	0.365	0.376	0.292	0.349	0.004	0.173	0.124	0.048	0.156
ENST00000216180.7	PNPLA3	69	0.465	0.396	0.668	0.54	1.669	1.399	-0.615	-0.561	-0.259	-0.054	-0.336	0.705	0.512	0.327	0.155	0.549	-0.469
ENST00000216181.9	MYH9	2478	-0.14	-0.027	0.904	0.447	0.716	0.585	-0.213	-0.464	0.162	0.215	0.028	0.385	-0.249	-0.088	-0.299	0.01	-0.036
ENST00000216185.6	TXN2	578	-0.301	-0.099	-0.489	-0.121	-0.557	-0.307	-0.379	0.043	-0.502	-0.609	-0.616	-0.12	-0.394	-0.149	-0.266	-0.532	-0.482
ENST00000216187.10	FOXRED2	398	0.108	0.029	0.216	-0.135	-0.133	0.088	0.472	0.163	0.4	0.216	0.63	0.481	0.43	0.375	0.225	0.193	0.396
ENST00000216190.12	EIF3D	2339	0.744	0.186	0.578	0.171	0.44	0.062	-0.094	-0.461	0.389	0.104	0.083	0.437	0.009	-0.071	-0.315	0.071	-0.132
ENST00000216214.7	FAM118A	145	0.366	0.292	0.891	0.733	0.295	-0.303	0.604	0.528	0.574	0.52	0.394	0.504	-0.131	0.249	-0.213	0.095	0.397
ENST00000216218.7	ST13	2608	-0.129	-0.046	-0.265	-0.13	-0.232	-0.262	-0.351	-0.251	-0.343	-0.232	-0.364	-0.274	-0.754	-0.182	-0.868	-0.83	-0.27
ENST00000216225.8	RBX1	1537	-0.035	-0.041	-0.282	-0.256	-0.078	-0.114	-0.553	-0.025	-0.627	-0.56	-0.641	-0.154	0.011	-0.024	0.151	-0.145	-0.275
ENST00000216237.9	L3MBTL2	386	0.446	-0.093	0.253	0.331	0.171	0.115	0.066	-0.09	0.584	0.308	0.155	0.293	0.119	-0.008	0.073	-0.077	-0.135
ENST00000216252.3	PHF5A	602	1.052	-0.792	-0.23	-0.324	0.184	-0.012	-0.025	-0.538	0.219	-0.846	-0.303	-0.106	-0.657	-0.443	-0.645	-1.029	-0.82
ENST00000216254.8	ACO2	942	0.683	0.275	0.59	0.382	0.374	0.289	0.53	0.135	0.702	0.514	0.603	0.48	0.281	0.06	0.046	0.222	0.399
ENST00000216259.7	PMM1	150	-0.289	-0.194	-0.515	-0.246	-0.547	-0.286	0.14	0.462	-0.364	-0.084	-0.207	-0.09	-0.739	0.013	-0.154	-0.688	0.197
ENST00000216264.12	CERK	133	-0.816	-0.484	-0.808	-0.313	-1.717	-0.378	-0.924	-0.368	-0.859	-0.709	-0.914	-0.323	-0.686	0.043	-0.527	-0.306	-0.295
ENST00000216267.12	BRD1	198	0.9	0.259	-0.127	-0.153	0.465	-0.06	0.28	-0.048	0.633	0.387	0.61	-0.011	0.058	-0.068	0.002	0.346	0.33
ENST00000216268.5	ZBED4	113	-0.883	-0.657	-0.603	-0.226	-0.823	-0.573	0.273	0.434	-0.617	-0.221	-0.111	-0.305	-0.213	-0.052	0.249	0.113	0.102
ENST00000216277.12	PAPOLA	804	-0.26	-0.156	-0.736	-0.124	-1.266	-0.562	-0.727	-0.213	-0.953	-0.51	-0.581	-0.718	0.2	-0.119	0.316	0.34	-0.215
ENST00000216281.12	HSP90AA1	21363	-0.619	-0.256	0.883	0.721	-0.08	0.081	-0.307	-0.526	-0.142	-0.025	-0.162	0.055	0.506	-0.008	0.169	0.417	-0.007
ENST00000216294.4	SNAPC1	187	0.228	-0.108	0.223	0.405	1	0.406	0.733	0.292	0.902	0.454	0.664	-0.05	-0.016	-0.123	0.003	0.176	0.402
ENST00000216297.6	SUPT16H	2280	0.255	0.142	0.518	0.399	0.218	0.155	0.273	-0.29	0.42	0.457	0.463	0.344	0.588	0.006	0.061	0.627	0.104
ENST00000216330.7	FKBP3	1039	-0.684	-0.37	-0.507	0.035	-0.324	-0.097	-0.183	-0.022	-0.637	-0.435	-0.245	-0.618	-0.348	-0.131	-0.27	-0.343	-0.07
ENST00000216361.8	COCH	398	-0.353	-0.665	0.009	0.218	-0.196	-0.457	-0.24	-0.348	-0.505	-0.645	-0.08	-0.448	-0.239	-0.219	-0.282	-0.122	-0.026
ENST00000216367.9	POLE2	255	-0.218	-0.277	0.129	0.105	0.108	0.102	-0.203	-0.555	-0.172	-0.347	-0.142	-0.392	-0.299	-0.218	-0.64	-0.281	-0.169
ENST00000216373.9	SOS2	86	0.209	0.328	-0.118	-0.004	0.213	0.261	0.508	0.443	0.467	0.71	0.404	0.536	1.137	1.224	1.159	1.206	0.521
ENST00000216392.7	PYGL	1414	-0.079	-0.226	0.228	0.291	0.034	0.028	0.292	0.051	0.16	0.179	0.132	0.331	0.028	0.087	-0.054	-0.009	0.068
ENST00000216410.7	GNPNAT1	452	-0.12	0.177	-0.725	-0.408	-0.618	-0.246	-0.708	-0.035	-0.585	0.148	-0.584	-0.607	-0.003	-0.005	0.232	-0.08	-0.131
ENST00000216416.8	CNIH1	1316	-0.555	-0.024	-0.455	0.049	-0.115	-0.023	-0.557	-0.14	-0.655	-0.053	-0.545	-0.64	-0.944	-0.204	-0.708	-1.03	-0.313
ENST00000216420.11	CGRRF1	95	0.173	0.224	-0.683	-0.477	0.32	-0.061	0.409	-0.305	0.139	-0.085	-0.124	-0.13	-0.081	-0.202	-0.037	-0.612	-0.069
ENST00000216442.11	ATP6V1D	444	-0.141	0.231	0.387	0.09	-0.272	-0.011	-0.67	-0.391	-0.499	-0.237	-0.394	-0.532	-0.34	-0.138	-0.311	-0.366	-0.168
ENST00000216452.8	PIGH	209	-0.287	0.832	-0.492	-0.056	-0.164	0.087	-0.015	0.782	0.399	0.905	0.147	0.233	0.19	0.334	0.309	-0.274	0.545
ENST00000216455.8	PSMA3	2254	-0.206	-0.043	-0.479	-0.13	-0.321	-0.031	-0.313	-0.226	-0.382	-0.497	-0.277	-0.436	-0.067	-0.229	-0.117	-0.096	-0.186
ENST00000216465.9	GSTZ1	149	0.259	0.322	0.139	-0.013	-0.436	0.116	0.351	0.383	-0.299	0.146	-0.301	-0.032	0.078	-0.093	0.066	-0.023	-0.291
ENST00000216468.7	TMED8	112	0.244	0.26	0.749	0.28	-0.432	-0.54	-0.009	0.357	0.375	0.199	0.254	0.323	0.247	0.337	0.429	0.261	0.077
ENST00000216479.7	AHSA1	1526	-0.592	-0.306	-0.436	-0.135	-0.732	-0.25	-0.779	-0.249	-0.828	-0.411	-0.613	-0.274	0.035	0.025	0.045	-0.056	-0.36
ENST00000216484.6	SPTLC2	311	-0.47	-0.426	-0.004	0.235	-0.467	0.098	-0.07	-0.104	-0.049	0.042	0.139	0.188	0.204	0.073	-0.154	0.228	0.157
ENST00000216489.7	ALKBH1	168	0.952	0.499	0.418	0.382	1.068	0.518	0.139	-0.133	0.481	0.194	-0.009	0.27	-0.13	-0.07	-0.069	-0.391	-0.001
ENST00000216500.9	DHRS7	449	-0.457	0.2	-0.163	-0.143	-0.655	0.074	-0.064	0.238	-0.224	-0.142	-0.229	-0.188	-0.183	0.103	-0.05	-0.43	-0.02
ENST00000216513.4	SIX4	167	0.616	0.447	0.681	0.359	0.408	0.448	0.581	0.121	0.275	0.117	0.653	0.615	0.417	0.316	-0.044	0.189	0.307
ENST00000216554.7	EIF5	1069	-1.965	-0.983	0.246	-0.228	0.276	-0.259	0.606	-0.634	0.418	-0.294	0.408	-0.12	-0.136	-0.847	-0.103	0.278	-0.63
ENST00000216605.12	MTHFD1	2823	0.452	0.261	0.609	0.485	0.124	0.018	0.295	-0.393	0.43	0.339	0.448	0.362	0.324	0.105	-0.001	0.394	0.143
ENST00000216639.7	VRK1	526	0.117	0.089	0.088	0.204	0.09	0.059	0.104	-0.072	-0.044	0.022	-0.013	-0.224	0.073	-0.034	-0.148	0.289	-0.049
ENST00000216714.7	APEX1	1767	-0.423	0.198	-0.233	-0.13	-0.182	0.167	-0.055	-0.385	0.011	0.042	-0.099	-0.075	-0.485	-0.133	-0.44	-0.221	-0.23
ENST00000216727.8	PABPN1	938	-0.073	-0.716	-0.052	-0.184	0.009	-0.276	-0.243	-0.219	-0.196	-0.651	-0.284	-0.121	-0.576	-0.37	-0.232	-0.474	-0.281
ENST00000216756.10	CINP	326	-0.187	0.062	-0.956	-0.764	-0.363	0.06	-0.345	-0.079	-0.142	-0.343	-0.462	-0.128	-0.175	-0.159	0.117	-0.241	-0.567
ENST00000216774.10	SRP54	823	-0.338	-0.272	0.552	0.533	0.123	0.144	0.152	-0.279	-0.018	0.031	0.342	-0.031	0.36	-0.177	-0.157	0.413	0.146
